step,entity_id,entity_type,x,y,speed,edge_id,lane_id
309,veh_85,vehicle,7.582318497218189,1.75,4.519576585835777,1.0.00,1.0.00_0
309,veh_86,vehicle,27.29181144325621,1.75,4.850337155679241,1.0.00,1.0.00_0
310,veh_85,vehicle,3.5746444931430688,1.75,4.007674004075118,1.0.00,1.0.00_0
310,veh_86,vehicle,23.588339286664965,1.75,3.7034721565912476,1.0.00,1.0.00_0
311,veh_86,vehicle,19.140854440181275,1.75,4.447484846483684,1.0.00,1.0.00_0
311,veh_87,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
312,veh_86,vehicle,14.770876916115867,1.75,4.369977524065412,1.0.00,1.0.00_0
312,veh_87,vehicle,36.0478711111471,1.75,1.8521288888528944,1.0.00,1.0.00_0
313,veh_86,vehicle,10.998688019472873,1.75,3.7721888966429975,1.0.00,1.0.00_0
313,veh_87,vehicle,32.10286332436372,1.75,3.94500778678339,1.0.00,1.0.00_0
314,veh_86,vehicle,7.003260928119303,1.75,3.9954270913535725,1.0.00,1.0.00_0
314,veh_87,vehicle,27.758500459267758,1.75,4.344362865095958,1.0.00,1.0.00_0
315,veh_86,vehicle,2.3666631807365945,1.75,4.636597747382708,1.0.00,1.0.00_0
315,veh_87,vehicle,22.94252850050386,1.75,4.815971958763897,1.0.00,1.0.00_0
315,veh_88,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
316,veh_87,vehicle,17.86128909237869,1.75,5.081239408125169,1.0.00,1.0.00_0
316,veh_88,vehicle,37.265287746868644,1.75,0.6347122531313589,1.0.00,1.0.00_0
317,veh_87,vehicle,13.637405154370704,1.75,4.223883938007988,1.0.00,1.0.00_0
317,veh_88,vehicle,34.15892675078024,1.75,3.1063609960883998,1.0.00,1.0.00_0
318,veh_87,vehicle,9.615164598864503,1.75,4.022240555506199,1.0.00,1.0.00_0
318,veh_88,vehicle,29.75937867794481,1.75,4.399548072835431,1.0.00,1.0.00_0
319,veh_87,vehicle,5.072857093120923,1.75,4.542307505743578,1.0.00,1.0.00_0
319,veh_88,vehicle,26.017183610318384,1.75,3.742195067626425,1.0.00,1.0.00_0
320,veh_87,vehicle,0.5255260567395013,1.75,4.547331036381423,1.0.00,1.0.00_0
320,veh_88,vehicle,21.194011886775648,1.75,4.823171723542735,1.0.00,1.0.00_0
320,veh_89,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
321,veh_88,vehicle,16.20176553191353,1.75,4.992246354862117,1.0.00,1.0.00_0
321,veh_89,vehicle,35.88086551424622,1.75,2.019134485753783,1.0.00,1.0.00_0
322,veh_88,vehicle,11.39936063746471,1.75,4.802404894448817,1.0.00,1.0.00_0
322,veh_89,vehicle,31.599131723033135,1.75,4.281733791213081,1.0.00,1.0.00_0
323,veh_88,vehicle,6.907462505323963,1.75,4.491898132140749,1.0.00,1.0.00_0
323,veh_89,vehicle,27.429523900724817,1.75,4.1696078223083175,1.0.00,1.0.00_0
324,veh_88,vehicle,2.9712506533145557,1.75,3.936211852009409,1.0.00,1.0.00_0
324,veh_89,vehicle,23.111625097622962,1.75,4.317898803101853,1.0.00,1.0.00_0
324,veh_90,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
325,veh_89,vehicle,18.775744845113262,1.75,4.335880252509701,1.0.00,1.0.00_0
325,veh_90,vehicle,37.73438423499605,1.75,0.165615765003952,1.0.00,1.0.00_0
326,veh_89,vehicle,13.853989040419002,1.75,4.921755804694258,1.0.00,1.0.00_0
326,veh_90,vehicle,35.017346934488046,1.75,2.717037300508003,1.0.00,1.0.00_0
327,veh_89,vehicle,8.872529818928342,1.75,4.981459221490659,1.0.00,1.0.00_0
327,veh_90,vehicle,30.569118023313585,1.75,4.4482289111744615,1.0.00,1.0.00_0
328,veh_89,vehicle,3.8207103908113282,1.75,5.051819428117015,1.0.00,1.0.00_0
328,veh_90,vehicle,25.74106846290641,1.75,4.828049560407177,1.0.00,1.0.00_0
329,veh_90,vehicle,21.07558205271233,1.75,4.6654864101940765,1.0.00,1.0.00_0
329,veh_91,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
330,veh_90,vehicle,16.822446990629658,1.75,4.253135062082671,1.0.00,1.0.00_0
330,veh_91,vehicle,35.69393757436806,1.75,2.2060624256319428,1.0.00,1.0.00_0
331,veh_90,vehicle,12.831917739154768,1.75,3.9905292514748867,1.0.00,1.0.00_0
331,veh_91,vehicle,32.054440168301575,1.75,3.639497406066482,1.0.00,1.0.00_0
332,veh_90,vehicle,8.415811079488137,1.75,4.416106659666635,1.0.00,1.0.00_0
332,veh_91,vehicle,27.92033462505322,1.75,4.1341055432483556,1.0.00,1.0.00_0
