step,entity_id,entity_type,x,y,speed,edge_id,lane_id
309,veh_85,vehicle,7.581063517343914,1.75,4.5197857491481574,1.0.00,1.0.00_0
309,veh_86,vehicle,27.29174256883298,1.75,4.850406030102471,1.0.00,1.0.00_0
310,veh_85,vehicle,3.5731803499564165,1.75,4.007883167387498,1.0.00,1.0.00_0
310,veh_86,vehicle,23.58757277786002,1.75,3.70416979097296,1.0.00,1.0.00_0
311,veh_86,vehicle,19.139739114185485,1.75,4.447833663674539,1.0.00,1.0.00_0
311,veh_87,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
312,veh_86,vehicle,14.769692715696841,1.75,4.370046398488642,1.0.00,1.0.00_0
312,veh_87,vehicle,36.0478711111471,1.75,1.8521288888528944,1.0.00,1.0.00_0
313,veh_86,vehicle,10.997434944630612,1.75,3.772257771066228,1.0.00,1.0.00_0
313,veh_87,vehicle,32.10286332436372,1.75,3.94500778678339,1.0.00,1.0.00_0
314,veh_86,vehicle,7.001938978853808,1.75,3.995495965776803,1.0.00,1.0.00_0
314,veh_87,vehicle,27.758658237999217,1.75,4.3442050863645,1.0.00,1.0.00_0
315,veh_86,vehicle,2.3652723570478713,1.75,4.636666621805938,1.0.00,1.0.00_0
315,veh_87,vehicle,22.942844057966777,1.75,4.815814180032439,1.0.00,1.0.00_0
315,veh_88,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
316,veh_87,vehicle,17.861762428573066,1.75,5.0810816293937116,1.0.00,1.0.00_0
316,veh_88,vehicle,37.26567668443968,1.75,0.6343233155603217,1.0.00,1.0.00_0
317,veh_87,vehicle,13.638036269296535,1.75,4.22372615927653,1.0.00,1.0.00_0
317,veh_88,vehicle,34.159704625922316,1.75,3.1059720585173625,1.0.00,1.0.00_0
318,veh_87,vehicle,9.615953492521797,1.75,4.022082776774742,1.0.00,1.0.00_0
318,veh_88,vehicle,29.760362516419107,1.75,4.399342109503209,1.0.00,1.0.00_0
319,veh_87,vehicle,5.07380376550968,1.75,4.54214972701212,1.0.00,1.0.00_0
319,veh_88,vehicle,26.018373412124905,1.75,3.741989104294203,1.0.00,1.0.00_0
320,veh_87,vehicle,0.5266305078597142,1.75,4.547173257649965,1.0.00,1.0.00_0
320,veh_88,vehicle,21.195407651914394,1.75,4.822965760210513,1.0.00,1.0.00_0
320,veh_89,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
321,veh_88,vehicle,16.203367260384496,1.75,4.992040391529895,1.0.00,1.0.00_0
321,veh_89,vehicle,35.88214474712758,1.75,2.017855252872416,1.0.00,1.0.00_0
322,veh_88,vehicle,11.401168329267904,1.75,4.802198931116595,1.0.00,1.0.00_0
322,veh_89,vehicle,31.60169018879587,1.75,4.280454558331714,1.0.00,1.0.00_0
323,veh_88,vehicle,6.909476160459377,1.75,4.491692168808527,1.0.00,1.0.00_0
323,veh_89,vehicle,27.431972727543567,1.75,4.1697174612523025,1.0.00,1.0.00_0
324,veh_88,vehicle,2.9734702717821904,1.75,3.9360058886771867,1.0.00,1.0.00_0
324,veh_89,vehicle,23.11396428549773,1.75,4.318008442045838,1.0.00,1.0.00_0
324,veh_90,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
325,veh_89,vehicle,18.778024248284463,1.75,4.335940037213267,1.0.00,1.0.00_0
325,veh_90,vehicle,37.73573232206337,1.75,0.16426767793662944,1.0.00,1.0.00_0
326,veh_89,vehicle,13.85615880464622,1.75,4.921865443638243,1.0.00,1.0.00_0
326,veh_90,vehicle,35.02004310862269,1.75,2.7156892134406805,1.0.00,1.0.00_0
327,veh_89,vehicle,8.874589944211579,1.75,4.981568860434644,1.0.00,1.0.00_0
327,veh_90,vehicle,30.57192005226367,1.75,4.448123056359021,1.0.00,1.0.00_0
328,veh_89,vehicle,3.8226608771505823,1.75,5.051929067061,1.0.00,1.0.00_0
328,veh_90,vehicle,25.743976346671936,1.75,4.8279437055917365,1.0.00,1.0.00_0
329,veh_90,vehicle,21.078595791293296,1.75,4.665380555378636,1.0.00,1.0.00_0
329,veh_91,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
330,veh_90,vehicle,16.82556658402607,1.75,4.253029207267231,1.0.00,1.0.00_0
330,veh_91,vehicle,35.69670265361041,1.75,2.2032973463895935,1.0.00,1.0.00_0
331,veh_90,vehicle,12.835143187366626,1.75,3.9904233966594465,1.0.00,1.0.00_0
331,veh_91,vehicle,32.05755976169799,1.75,3.639142891912419,1.0.00,1.0.00_0
332,veh_90,vehicle,8.419142382515432,1.75,4.416000804851195,1.0.00,1.0.00_0
332,veh_91,vehicle,27.923581425778522,1.75,4.1339783359194655,1.0.00,1.0.00_0
