step,entity_id,entity_type,x,y,speed,edge_id,lane_id
206,veh_61,vehicle,1.812117822725419,1.75,5.190756157869356,1.0.00,1.0.00_0
206,veh_62,vehicle,15.696853733826202,1.75,3.9823118897897953,1.0.00,1.0.00_0
206,veh_63,vehicle,31.463905140873198,1.75,4.014655226015409,1.0.00,1.0.00_0
206,veh_64,vehicle,43.63138462624897,1.75,1.2686153737510302,1.0.00,1.0.00_0
207,veh_62,vehicle,11.224192782445506,1.75,4.472660951380694,1.0.00,1.0.00_0
207,veh_63,vehicle,26.8552887817251,1.75,4.608616359148098,1.0.00,1.0.00_0
207,veh_64,vehicle,39.80450715086726,1.75,3.8268774753817105,1.0.00,1.0.00_0
208,veh_62,vehicle,6.4717249356970115,1.75,4.752467846748495,1.0.00,1.0.00_0
208,veh_63,vehicle,22.331092857661034,1.75,4.524195924064068,1.0.00,1.0.00_0
208,veh_64,vehicle,35.965515799490035,1.75,3.8389913513772242,1.0.00,1.0.00_0
208,veh_65,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
209,veh_62,vehicle,2.1064488627133073,1.75,4.365276072983706,1.0.00,1.0.00_0
209,veh_63,vehicle,17.849770247294018,1.75,4.481322610367013,1.0.00,1.0.00_0
209,veh_64,vehicle,32.19022705736313,1.75,3.775288742126902,1.0.00,1.0.00_0
209,veh_65,vehicle,43.93276860993213,1.75,0.9672313900678706,1.0.00,1.0.00_0
210,veh_63,vehicle,13.471518624827723,1.75,4.378251622466294,1.0.00,1.0.00_0
210,veh_64,vehicle,28.355545476404238,1.75,3.834681580958893,1.0.00,1.0.00_0
210,veh_65,vehicle,41.21926550345676,1.75,2.713503106475371,1.0.00,1.0.00_0
211,veh_63,vehicle,8.758098726891518,1.75,4.713419897936208,1.0.00,1.0.00_0
211,veh_64,vehicle,23.873695487111092,1.75,4.481849989293148,1.0.00,1.0.00_0
211,veh_65,vehicle,37.90123529797816,1.75,3.318030205478597,1.0.00,1.0.00_0
212,veh_63,vehicle,4.174478460472692,1.75,4.583620266418827,1.0.00,1.0.00_0
212,veh_64,vehicle,19.244096754936706,1.75,4.6295987321743794,1.0.00,1.0.00_0
212,veh_65,vehicle,33.89650531908178,1.75,4.004729978896383,1.0.00,1.0.00_0
212,veh_66,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
213,veh_64,vehicle,15.729483254840801,1.75,3.514613500095909,1.0.00,1.0.00_0
213,veh_65,vehicle,29.808959884307242,1.75,4.087545434774537,1.0.00,1.0.00_0
213,veh_66,vehicle,43.067508264933714,1.75,1.8324917350662873,1.0.00,1.0.00_0
214,veh_64,vehicle,11.874958368490645,1.75,3.8545248863501524,1.0.00,1.0.00_0
214,veh_65,vehicle,25.62313130637743,1.75,4.185828577929813,1.0.00,1.0.00_0
214,veh_66,vehicle,39.73697566669434,1.75,3.33053259823937,1.0.00,1.0.00_0
215,veh_64,vehicle,7.209317854358076,1.75,4.665640514132572,1.0.00,1.0.00_0
215,veh_65,vehicle,21.574391577214485,1.75,4.048739729162943,1.0.00,1.0.00_0
215,veh_66,vehicle,35.23986379578091,1.75,4.497111870913428,1.0.00,1.0.00_0
215,veh_67,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
216,veh_64,vehicle,3.293041893361327,1.75,3.916275960996752,1.0.00,1.0.00_0
216,veh_65,vehicle,17.800445360123028,1.75,3.7739462170914595,1.0.00,1.0.00_0
216,veh_66,vehicle,31.693473755416207,1.75,3.5463900403647095,1.0.00,1.0.00_0
216,veh_67,vehicle,43.38438630755421,1.75,1.5156136924457897,1.0.00,1.0.00_0
217,veh_65,vehicle,14.202875814934401,1.75,3.597569545188624,1.0.00,1.0.00_0
217,veh_66,vehicle,27.45113358968412,1.75,4.24234016573209,1.0.00,1.0.00_0
217,veh_67,vehicle,39.86699055362285,1.75,3.517395753931363,1.0.00,1.0.00_0
218,veh_65,vehicle,9.95837594362019,1.75,4.244499871314209,1.0.00,1.0.00_0
218,veh_66,vehicle,23.925999461206104,1.75,3.525134128478017,1.0.00,1.0.00_0
218,veh_67,vehicle,35.60339769051105,1.75,4.263592863111792,1.0.00,1.0.00_0
218,veh_68,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
219,veh_65,vehicle,5.620957056631127,1.75,4.33741888698906,1.0.00,1.0.00_0
219,veh_66,vehicle,20.231709729104136,1.75,3.6942897321019665,1.0.00,1.0.00_0
219,veh_67,vehicle,32.17713883204615,1.75,3.4262588584649087,1.0.00,1.0.00_0
219,veh_68,vehicle,43.14013057543929,1.75,1.7598694245607156,1.0.00,1.0.00_0
