step,entity_id,entity_type,x,y,speed,edge_id,lane_id
357,veh_95,vehicle,7.206362748232451,1.75,5.208402153243681,1.0.00,1.0.00_0
357,veh_96,vehicle,27.769955855150375,1.75,3.713836749542952,1.0.00,1.0.00_0
358,veh_95,vehicle,2.5312598889399,1.75,4.67510285929255,1.0.00,1.0.00_0
358,veh_96,vehicle,23.91847062011085,1.75,3.8514852350395254,1.0.00,1.0.00_0
359,veh_96,vehicle,19.49651131073276,1.75,4.421959309378089,1.0.00,1.0.00_0
359,veh_97,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
360,veh_96,vehicle,15.038213493574801,1.75,4.458297817157963,1.0.00,1.0.00_0
360,veh_97,vehicle,36.15849271544721,1.75,1.7415072845527901,1.0.00,1.0.00_0
361,veh_96,vehicle,11.145751203444796,1.75,3.892462290130005,1.0.00,1.0.00_0
361,veh_97,vehicle,32.63613611899782,1.75,3.52235659644939,1.0.00,1.0.00_0
362,veh_96,vehicle,6.6525019264142955,1.75,4.493249277030499,1.0.00,1.0.00_0
362,veh_97,vehicle,28.547822660815136,1.75,4.088313458182684,1.0.00,1.0.00_0
363,veh_96,vehicle,1.6182553527189327,1.75,5.034246573695363,1.0.00,1.0.00_0
363,veh_97,vehicle,24.89692246967866,1.75,3.650900191136471,1.0.00,1.0.00_0
364,veh_97,vehicle,21.298996360419814,1.75,3.597926109258852,1.0.00,1.0.00_0
364,veh_98,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
365,veh_97,vehicle,17.084012723861925,1.75,4.214983636557891,1.0.00,1.0.00_0
365,veh_98,vehicle,36.81073817461027,1.75,1.0892618253897295,1.0.00,1.0.00_0
366,veh_97,vehicle,13.470852905196033,1.75,3.613159818665891,1.0.00,1.0.00_0
366,veh_98,vehicle,33.52771412610069,1.75,3.283024048509577,1.0.00,1.0.00_0
367,veh_97,vehicle,9.097194749804274,1.75,4.373658155391759,1.0.00,1.0.00_0
367,veh_98,vehicle,28.97280281889011,1.75,4.554911307210586,1.0.00,1.0.00_0
368,veh_97,vehicle,5.42618075072788,1.75,3.6710139990763953,1.0.00,1.0.00_0
368,veh_98,vehicle,24.842666176128887,1.75,4.130136642761222,1.0.00,1.0.00_0
369,veh_97,vehicle,2.1748522241063597,1.75,3.2513285266215197,1.0.00,1.0.00_0
369,veh_98,vehicle,20.150113422281102,1.75,4.692552753847787,1.0.00,1.0.00_0
369,veh_99,vehicle,37.9,1.75,0.0,1.0.00,1.0.00_0
370,veh_98,vehicle,17.564175561458264,1.75,2.5859378608228387,1.0.00,1.0.00_0
370,veh_99,vehicle,35.985382069461046,1.75,1.9146179305389524,1.0.00,1.0.00_0
371,veh_98,vehicle,12.984762561051966,1.75,4.5794130004063,1.0.00,1.0.00_0
371,veh_99,vehicle,32.836439930615406,1.75,3.1489421388456416,1.0.00,1.0.00_0
372,veh_98,vehicle,8.168387329424611,1.75,4.816375231627356,1.0.00,1.0.00_0
372,veh_99,vehicle,28.775647788026696,1.75,4.060792142588712,1.0.00,1.0.00_0
373,veh_98,vehicle,2.577613858491077,1.75,5.590773470933531,1.0.00,1.0.00_0
373,veh_99,vehicle,23.68756738015462,1.75,5.088080407872079,1.0.00,1.0.00_0
374,veh_99,vehicle,19.400565863888847,1.75,4.2870015162657715,1.0.00,1.0.00_0
375,veh_99,vehicle,14.239128048353052,1.75,5.161437815535791,1.0.00,1.0.00_0
376,veh_99,vehicle,9.121095614686787,1.75,5.118032433666266,1.0.00,1.0.00_0
377,veh_99,vehicle,4.482495922223869,1.75,4.638599692462921,1.0.00,1.0.00_0
