step,entity_id,entity_type,x,y,speed,edge_id,lane_id
125,veh_36,vehicle,7.959785007250822,1.75,3.874278727252036,1.0.00,1.0.00_0
125,veh_37,vehicle,20.614321616674914,1.75,3.8890082270175217,1.0.00,1.0.00_0
125,veh_38,vehicle,32.891523442261544,1.75,4.811260541148789,1.0.00,1.0.00_0
125,veh_39,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
126,veh_36,vehicle,4.359921971964049,1.75,3.599863035286776,1.0.00,1.0.00_0
126,veh_37,vehicle,15.982286485642433,1.75,4.6320351310324845,1.0.00,1.0.00_0
126,veh_38,vehicle,28.472864905031315,1.75,4.418658537230231,1.0.00,1.0.00_0
126,veh_39,vehicle,42.59843848014716,1.75,2.3015615198528394,1.0.00,1.0.00_0
127,veh_37,vehicle,12.635576442464583,1.75,3.346710043177848,1.0.00,1.0.00_0
127,veh_38,vehicle,23.715685290966775,1.75,4.757179614064541,1.0.00,1.0.00_0
127,veh_39,vehicle,39.37933218381647,1.75,3.2191062963306907,1.0.00,1.0.00_0
128,veh_37,vehicle,7.359863938190372,1.75,5.275712504274212,1.0.00,1.0.00_0
128,veh_38,vehicle,21.034071023666627,1.75,2.681614267300147,1.0.00,1.0.00_0
128,veh_39,vehicle,35.707981231558136,1.75,3.671350952258334,1.0.00,1.0.00_0
128,veh_40,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
129,veh_37,vehicle,1.7036190170052947,1.75,5.656244921185077,1.0.00,1.0.00_0
129,veh_38,vehicle,16.171327059354695,1.75,4.862743964311932,1.0.00,1.0.00_0
129,veh_39,vehicle,31.950112910390832,1.75,3.7578683211673054,1.0.00,1.0.00_0
129,veh_40,vehicle,44.00272681187017,1.75,0.8972731881298334,1.0.00,1.0.00_0
130,veh_38,vehicle,11.09965106596804,1.75,5.0716759933866555,1.0.00,1.0.00_0
130,veh_39,vehicle,27.841731280518694,1.75,4.108381629872136,1.0.00,1.0.00_0
130,veh_40,vehicle,41.66508036821834,1.75,2.3376464436518236,1.0.00,1.0.00_0
131,veh_38,vehicle,6.492411019755593,1.75,4.60724004621245,1.0.00,1.0.00_0
131,veh_39,vehicle,23.859510109820402,1.75,3.982221170698293,1.0.00,1.0.00_0
131,veh_40,vehicle,37.105287809859526,1.75,4.559792558358817,1.0.00,1.0.00_0
131,veh_41,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
132,veh_38,vehicle,0.9830920616482075,1.75,5.509318958107382,1.0.00,1.0.00_0
132,veh_39,vehicle,20.621299744577147,1.75,3.238210365243256,1.0.00,1.0.00_0
132,veh_40,vehicle,32.83740674540984,1.75,4.267881064449685,1.0.00,1.0.00_0
132,veh_41,vehicle,44.604046328167556,1.75,0.2959536718324463,1.0.00,1.0.00_0
133,veh_39,vehicle,16.277390673380346,1.75,4.343909071196802,1.0.00,1.0.00_0
133,veh_40,vehicle,29.214978566562415,1.75,3.6224281788474246,1.0.00,1.0.00_0
133,veh_41,vehicle,41.93556360548759,1.75,2.668482722679962,1.0.00,1.0.00_0
134,veh_39,vehicle,12.028358296257444,1.75,4.2490323771229015,1.0.00,1.0.00_0
134,veh_40,vehicle,25.29139518395608,1.75,3.9235833826063344,1.0.00,1.0.00_0
134,veh_41,vehicle,37.44386542401953,1.75,4.491698181468062,1.0.00,1.0.00_0
135,veh_39,vehicle,7.568416724705138,1.75,4.4599415715523065,1.0.00,1.0.00_0
135,veh_40,vehicle,20.508081126049543,1.75,4.783314057906538,1.0.00,1.0.00_0
135,veh_41,vehicle,33.29842504977579,1.75,4.145440374243745,1.0.00,1.0.00_0
135,veh_42,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
136,veh_39,vehicle,3.526587193813178,1.75,4.041829530891962,1.0.00,1.0.00_0
136,veh_40,vehicle,15.91027013253207,1.75,4.597810993517474,1.0.00,1.0.00_0
136,veh_41,vehicle,29.152018906545397,1.75,4.146406143230386,1.0.00,1.0.00_0
136,veh_42,vehicle,42.35917203419376,1.75,2.5408279658062383,1.0.00,1.0.00_0
137,veh_40,vehicle,12.459963498237407,1.75,3.4503066342946616,1.0.00,1.0.00_0
137,veh_41,vehicle,24.55983431636779,1.75,4.59218459017761,1.0.00,1.0.00_0
137,veh_42,vehicle,38.25985464197376,1.75,4.099317392220003,1.0.00,1.0.00_0
138,veh_40,vehicle,8.291074586890502,1.75,4.1688889113469045,1.0.00,1.0.00_0
138,veh_41,vehicle,20.970169208706075,1.75,3.5896651076617117,1.0.00,1.0.00_0
138,veh_42,vehicle,34.08332229282908,1.75,4.176532349144681,1.0.00,1.0.00_0
138,veh_43,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
