step,entity_id,entity_type,x,y,speed,edge_id,lane_id
206,veh_61,vehicle,1.8118841671373858,1.75,5.190635116809047,1.0.00,1.0.00_0
206,veh_62,vehicle,15.696398495391662,1.75,3.9822113480035957,1.0.00,1.0.00_0
206,veh_63,vehicle,31.46344482011162,1.75,4.014885386396199,1.0.00,1.0.00_0
206,veh_64,vehicle,43.631232585543046,1.75,1.2687674144569532,1.0.00,1.0.00_0
207,veh_62,vehicle,11.223497364205961,1.75,4.472901131185703,1.0.00,1.0.00_0
207,veh_63,vehicle,26.85459830058273,1.75,4.608846519528888,1.0.00,1.0.00_0
207,veh_64,vehicle,39.80420306945541,1.75,3.8270295160876335,1.0.00,1.0.00_0
208,veh_62,vehicle,6.470789337652455,1.75,4.752708026553504,1.0.00,1.0.00_0
208,veh_63,vehicle,22.33017221613787,1.75,4.524426084444857,1.0.00,1.0.00_0
208,veh_64,vehicle,35.96541443218147,1.75,3.838788637273945,1.0.00,1.0.00_0
208,veh_65,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
209,veh_62,vehicle,2.1052730848637395,1.75,4.365516252788716,1.0.00,1.0.00_0
209,veh_63,vehicle,17.84861944539007,1.75,4.481552770747803,1.0.00,1.0.00_0
209,veh_64,vehicle,32.190328404157846,1.75,3.7750860280236225,1.0.00,1.0.00_0
209,veh_65,vehicle,43.932700213194494,1.75,0.9672997868055087,1.0.00,1.0.00_0
210,veh_63,vehicle,13.470137662542989,1.75,4.378481782847084,1.0.00,1.0.00_0
210,veh_64,vehicle,28.355849537302234,1.75,3.834478866855614,1.0.00,1.0.00_0
210,veh_65,vehicle,41.21912870998148,1.75,2.713571503213009,1.0.00,1.0.00_0
211,veh_63,vehicle,8.756487604225988,1.75,4.713650058316998,1.0.00,1.0.00_0
211,veh_64,vehicle,23.874202262112366,1.75,4.481647275189869,1.0.00,1.0.00_0
211,veh_65,vehicle,37.90113918841377,1.75,3.3179895215677098,1.0.00,1.0.00_0
212,veh_63,vehicle,4.172637177426374,1.75,4.583850426799617,1.0.00,1.0.00_0
212,veh_64,vehicle,19.244806244041264,1.75,4.6293960180711,1.0.00,1.0.00_0
212,veh_65,vehicle,33.896449893428276,1.75,4.0046892949854955,1.0.00,1.0.00_0
212,veh_66,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
213,veh_64,vehicle,15.730395458048633,1.75,3.5144107859926295,1.0.00,1.0.00_0
213,veh_65,vehicle,29.808945142564625,1.75,4.0875047508636495,1.0.00,1.0.00_0
213,veh_66,vehicle,43.067508264933714,1.75,1.8324917350662873,1.0.00,1.0.00_0
214,veh_64,vehicle,11.876073285801759,1.75,3.854322172246873,1.0.00,1.0.00_0
214,veh_65,vehicle,25.6231572485457,1.75,4.185787894018926,1.0.00,1.0.00_0
214,veh_66,vehicle,39.73697566669434,1.75,3.33053259823937,1.0.00,1.0.00_0
215,veh_64,vehicle,7.210635485772464,1.75,4.665437800029292,1.0.00,1.0.00_0
215,veh_65,vehicle,21.574458203293645,1.75,4.0486990452520555,1.0.00,1.0.00_0
215,veh_66,vehicle,35.2399767176332,1.75,4.496998949061148,1.0.00,1.0.00_0
215,veh_67,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
216,veh_64,vehicle,3.2945622388789886,1.75,3.9160732468934727,1.0.00,1.0.00_0
216,veh_65,vehicle,17.80055267011307,1.75,3.773905533180572,1.0.00,1.0.00_0
216,veh_66,vehicle,31.693699599120762,1.75,3.54627711851243,1.0.00,1.0.00_0
216,veh_67,vehicle,43.38446557346859,1.75,1.5155344265314143,1.0.00,1.0.00_0
217,veh_65,vehicle,14.203023808835333,1.75,3.5975288612777367,1.0.00,1.0.00_0
217,veh_66,vehicle,27.451472355240952,1.75,4.24222724387981,1.0.00,1.0.00_0
217,veh_67,vehicle,39.8671490854516,1.75,3.5173164880169887,1.0.00,1.0.00_0
218,veh_65,vehicle,9.95856462143201,1.75,4.244459187403321,1.0.00,1.0.00_0
218,veh_66,vehicle,23.926451148615214,1.75,3.5250212066257376,1.0.00,1.0.00_0
218,veh_67,vehicle,35.60352023901952,1.75,4.2636288464320815,1.0.00,1.0.00_0
218,veh_68,vehicle,44.9,1.75,0.0,1.0.00,1.0.00_0
219,veh_65,vehicle,5.621186418353837,1.75,4.337378203078173,1.0.00,1.0.00_0
219,veh_66,vehicle,20.23227433836553,1.75,3.694176810249687,1.0.00,1.0.00_0
219,veh_67,vehicle,32.17759051945526,1.75,3.425929719564259,1.0.00,1.0.00_0
219,veh_68,vehicle,43.1402506852052,1.75,1.7597493147948022,1.0.00,1.0.00_0
